Song Name,Song ID,Genres,Year
Mi Niña - Bachata Version,3Ed337L8k9XN4Cje0mr7p6,"bachata dominicana, merengue",2000
He Loves Me (Lyzel in E Flat),2PzYqACbv12FNhrlHPfJEH,"hip pop, neo soul, quiet storm, r&b, urban contemporary",2000
I Want You Back,5LxvwujISqiB8vpRYv887S,"motown, soul",2000
Kim,4m8wPzkI1y0sUdqEh4A7fq,"alternative metal, nu metal, rap metal, rock, sacramento indie",2000
I Disappear,51Vic2Yi71YKNtLbyJKgQt,"hard rock, metal, old school thrash, rock, thrash metal",2000
Déjenme llorar - Con banda,6MpWEoDk1S8oJJaEga4DiP,"grupera, mexican rock-and-roll, norteno, ranchera",2000
Cuídate,7gqIqyeCaV2xNtfZWxEphD,"latin arena pop, latin pop, mexican pop, spanish pop, spanish pop rock",2000
There You Go,6dJ2mSRaKE9ctYw9qWNGWQ,"dance pop, pop",2000
Good Morning Beautiful,0eHT8N5YQglv8cYYizXvSw,country road,2000
Stiff Upper Lip,1KBuhAHzia2qoD4u6YhvER,"australian rock, hard rock, rock",2000
...& On,1zi7xx7UVEFkmKfv06H8x0,"canadian hip hop, canadian pop, hip hop, pop rap, rap",2000
Kicking Cars,6Cgj4eBFnYmPJcOcdCvnzr,diy emo,2000
Cien Por Uno,64VeKDD6z3P2UnDl8nphc4,"banda, corrido, musica bajacaliforniana, musica mexicana, norteno",2000
"24 Preludes, Op. 11: No. 1 in C Major",5VUqbQ8Z5NXEITbmFhAhbk,"classical, contemporary classical, early modern classical, impressionism, late romantic era, russian romanticism",2000
Orange Moon,5dlfvkyZOuBCFP1KbzRHUx,"afrofuturism, alternative r&b, neo soul, r&b, soul",2000
Sittin' At a Bar - The Original,3SvqR7QTCJNJutRAXzEiHv,redneck,2000
Who Knew,2hns6Dv29Yrg68AVTJiAyA,"dance pop, pop",2000
Stuck In A Moment You Can't Get Out Of,3xjTuTBaihydhSC7ByNoSb,"irish rock, permanent wave, rock",2000
He Can't Love U,3VEZvzr84WVnoorZ4tlBSw,"atl hip hop, contemporary r&b, hip pop, r&b, urban contemporary",2000
The Addams Family,5Pbhy6ElMAob3jp5e8ru3r,"orchestra, scorecore, symfonicky orchestr, theme",2000
Shackles (Praise You),7JKEA8xYDoFp4q0QBW2PGg,"gospel, gospel r&b",2000
Yo No Soy Esa Mujer,0JAGODD5w6MeYQzA9lV6Zm,"latin arena pop, latin pop, mexican pop",2000
Jugando Al Amor,45TWe8gi8EhRzCRC1dtMsm,"banda, musica chihuahuense, musica mexicana, norteno",2000
The Everlasting Gaze,4EhbLHYOXzEoPmOfaVoIIW,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",2000
The Light,6j5BK1cFX9TjJd5EXHGgAn,"chicago rap, melodic rap, rap",2000
Chingon De Chingones,5lduUBDO2K74wlWcReMTJ8,"musica mexicana, norteno",2000
Southern Hospitality (Featuring Pharrell),4cNhx6OO1XpvwT6xZnb83B,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",2000
X,7GX5flRQZVHRAGd6B4TmDO,"hip hop, melodic rap, philly rap, rage rap, rap",2000
Don't Happen Twice,04ccQGJ1i8gL7JoeCPiJbv,"contemporary country, country, country road, modern country rock",2000
Bring On The Rain,1OnXz5v4hVdrNLJ9N4MqzL,"country, country dawn, country road",2000
El Ultimo Adios,0tzixmHNQfE6S6SirSToxW,"latin pop, mexican pop, puerto rican pop",2000
A Country Boy Can Survive,77dcKrzRUI02XjHd2okARp,"country, country rock, outlaw country",2000
Entre tú y mil mares,3reCcj2BzaDnnrlnZ0aq2X,"europop, italian adult pop, latin arena pop, mexican pop",2000
High Speed,2DHgvPQD1jApRnT1DBZdrS,"permanent wave, pop",2000
Yo Te Amo,4pcfClALXncqded14gYRVF,"grupera, musica mexicana, ranchera",2000
The National Anthem,4Wgj6jzoI2gYlumXdYAB8U,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",2000
My December,0fxGA5lxrdYNYoE7yJxTNZ,"alternative metal, nu metal, post-grunge, rap metal, rock",2000
Luven Me,0ptmBzEt6qslc4G5Iw0Y0E,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",2000
Bamboleo,5siwoDxCGDYnmfWV5SlUpE,"flamenco, rumba, world",2000
Until We Rich,6l3b8BOBDRDM1ne9fpOygz,"conscious hip hop, g funk, gangster rap, hip hop, rap, west coast rap",2000
Send It On,5LIwaG8Wl9LfExcmiRQm7J,"indie soul, neo soul, soul",2000
Spit,1N8TTK1Uoy7UvQNUazfUt5,bedroom r&b,2000
Optimistic,1FoUsSi9BCTlNt2Vd7V8XA,"alternative rock, art rock, melancholia, oxford indie, permanent wave, rock",2000
Bitches,5t3Vk8bRKylx4fjj7qlbib,"art pop, electropop, pop",2000
What'chu Like (feat. Tyrese),5d8woPn6sHRA6yPnnHnqSt,"chicago rap, contemporary r&b, dirty south rap, hip pop, new jack swing, r&b, urban contemporary",2000
Boyz-n-the Hood,5RGXoZt1qxmAErdhbyKJKq,"g funk, gangster rap, hip hop, rap, west coast rap",2000
Alma De Acero,3LgQlKNGiQiQhMiTU0ZKao,"cumbia sonidera, grupera, musica mexicana, tropical",2000
How Many Licks? (feat. Sisqo),5jv3QxL0MFswzM1UJ2qQJM,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, r&b, rap, southern hip hop, trap queen, urban contemporary",2000
Elite,3jnYlchDDAiLzfkPPy12ig,"alternative metal, nu metal, rap metal, rock, sacramento indie",2000
Street Carp,5qNr7GnEmD3zA2oQTAdI3a,"alternative metal, nu metal, rap metal, rock, sacramento indie",2000
Too Young,4SYUUlkScpNR1QvPscXf8t,"dfw rap, melodic rap, pop, rap",2000
Parachutes,4qzoHxgp42ylb18ga1SWTL,"permanent wave, pop",2000
Feiticeira,0FpYnuKYFJXHAmHbS1CycY,"alternative metal, nu metal, rap metal, rock, sacramento indie",2000
Didn't Leave Nobody But The Baby,7ESCrKC98mNhYZY9AenRMQ,"country rock, folk, lilith, melancholia, singer-songwriter",2000
Never Had A Dream Come True,0fIG0HBRIjLRNDHAogtwSB,"europop, talent show",2000
Prometimos No Llorar,3TSJgodP7iM95y0kODUSyp,"cancion melodica, mexican rock-and-roll, pop romantico, ranchera",2000
Bad Day,0mUyMawtxj1CJ76kn9gIZK,"canadian pop, neo mellow, pop rock",2000
El Gato Que Está Triste y Azul - Un Gato Nel Blu,3SrnZHhXpgtvHerbxEDOWW,"jovem guarda, mpb",2000
Island Girls-feat. Fiji & O-Shen,3PInFWTaErSbJd08iSVsyd,jawaiian,2000
Back Here,6znv7i4Wif5fLwI6OjKHZ4,boy band,2000
Since I Left You,1AAYbsAIgEJMbxgLgpjE9y,"australian alternative rock, australian dance, collage pop, electronica, indietronica, new rave, psychedelic hip hop",2000
"Symphony No. 25 in G Minor, K. 183: I. Allegro con brio",409nw0mYViQATvGlJnz3Tu,"classical, classical era",2000
Whistle While You Twurk (ColliPark Mix),1LMAQunVS6Dq8wEqQnsL8Y,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",2000
Shadows of Ourselves,6Z1ezsoUv1yi8JHqL6bA69,"downtempo, electronica, livetronica, trip hop",2000
The Breakup Suite,3kXKHXZmaw57l7gu4Rn11x,slowcore,2000
Fallen Embers,0lvcVCCEpjn9titFA3lSis,"celtic, middle earth, operatic pop",2000
The Game,2wGSgTmgSF3xjRrHkTc25R,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",2000
Radio,3QhfFRPkhPCR1RMJWV1gde,"art pop, pop",2000
Hello Walls,4dim8F8t01qimHOmr6S3Gd,"classic country pop, honky tonk, traditional country, western swing",2000
Ex-Girlfriend,5ECMRJbRlj0FZRg9cRg94m,"dance pop, dance rock, permanent wave, pop rock, rock",2000
You Send Me,24lvdbt9pS7DFEjhEWSl49,"classic soul, soul, vocal jazz",2000
I Feel Fine - Remastered 2015,5hhF25sWnZvXhimOHLjTRE,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",2000
"3 Pieces, Op. 2: Prelude in B Major, Op. 2, No. 2",7si7S7r2BQUfJIMhN2lJDO,"classical, contemporary classical, early modern classical, impressionism, late romantic era, russian romanticism",2000
One by One,1ueOEwIxlCAivSC8ZrA5xW,"celtic, middle earth, operatic pop",2000
Spies,2mLgOcRkEgq89j8WstUpui,"permanent wave, pop",2000
The Little Girl (feat. Alison Krauss & Dan Tyminski),572R9OVMyWKBeg1hOMgSsW,"contemporary country, country, country road",2000
Ghostbusters,3m0y8qLoznUYi73SUBP8GI,,2000
Yesterday - Remastered 2015,4E5rL7YL0hVUPqeMSpjEF2,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",2000
Mi Ultimo Deseo,01ksPzu3Bw8Lsf9o6xIk8C,"banda, musica mexicana, norteno",2000
#1 Stunna,0DB5hjYLs8uL9KtE0immhi,"cloud rap, dark trap, new orleans rap, underground hip hop",2000
Teenager,7j31rVgGX9Q2blT92VBEA0,"emo, modern rock, pop punk, pov: indie, rock",2000
Ante Up (Robbin Hoodz Theory),550JPXXPgjr1xqxtKIaX6b,"east coast hip hop, hardcore hip hop",2000
All About Our Love,0TZOdKFWNYfnwewAP8R4D8,"british soul, sophisti-pop",2000
Korea,7cYKGj2j9AWNwQukTl2Jev,"alternative metal, nu metal, rap metal, rock, sacramento indie",2000
Flora's Secret,4UW5yJcnRrOtHdKOnBds7M,"celtic, middle earth, operatic pop",2000
Stupify,5IvKtrcNWBkvyW2yXZ2Y40,"alternative metal, nu metal, rap metal, rock",2000
Fill Me In,0UzsDmdpw0Q14KU4hieQss,"british soul, talent show",2000
Prayin' For Daylight,0DAVCurdi9ZqkVUKIuikzm,"contemporary country, country, country road, modern country rock",2000
Son Of Sam,6tPiCU4LFsXUQPRIykOAnl,"alternative rock, indie rock, melancholia, singer-songwriter",2000
Damn Right,3iWhMLg6OzisrOylR53bQf,,2000
Warning,64SCQtbRtmO28ks1QhS3w5,contemporary country,2000
Amorcito Mío,31UICcEejwN9HFOgbc17KS,"corrido, musica mexicana, sad sierreno, sierreno",2000
Frontier Psychiatrist,3mPJHVpCvzykoxmWnYdnFq,"australian alternative rock, australian dance, collage pop, electronica, indietronica, new rave, psychedelic hip hop",2000
Te Soñé,0hZgBAj7W0EkRH16feKmUu,"banda, musica mexicana",2000
Palabras,57xX3bw17BSVUu5WXGwoNw,"banda, grupera, gruperas inmortales, musica mexicana, norteno, ranchera",2000
El Moreño,0IZcLOevGQ6LYG9IV3w1gx,"banda, musica mexicana, musica sonorense, norteno",2000
Me Haces Falta Tú,0L2egVeSTDMt5YB5clmP9u,"gruperas inmortales, musica mexicana, nu-cumbia, ranchera, tropical",2000
The Days Of The Phoenix,7oSQG8KgYbrcR2kgwUD9SU,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",2000
Waiting,5imShWWzwqfAJ9gXFpGAQh,"neo mellow, singer-songwriter",2000
Just Be A Man About It,6kD36kVRn5leDDbjXpHQY0,"contemporary r&b, dance pop, r&b, urban contemporary",2000
Mastermind,7FmYn9e7KHMXcxqGSj9LjH,pop,2000
Magdalena,47HJ7biEuVZxoPkauczu2R,"alternative metal, alternative rock, nu metal, rock, supergroup",2000
Chicka Chicka Boom Boom,3aCnWGT8DmlbpAV75McnZR,"children's music, preschool children's music",2000
Project Bitch,7jeuO70ZhwRuGbfH1laugD,"crunk, dirty south rap, new orleans rap",2000
Amorcito Mío,31UICcEejwN9HFOgbc17KS,"corrido, musica mexicana, sad sierreno, sierreno",2000
Frontier Psychiatrist,3mPJHVpCvzykoxmWnYdnFq,"australian alternative rock, australian dance, collage pop, electronica, indietronica, new rave, psychedelic hip hop",2000
Te Soñé,0hZgBAj7W0EkRH16feKmUu,"banda, musica mexicana",2000
"Dime, Dime, Dime",5bKwokLK8mbbClG0r8bYJx,"banda, musica chihuahuense, musica mexicana, norteno",2000
Palabras,57xX3bw17BSVUu5WXGwoNw,"banda, grupera, gruperas inmortales, musica mexicana, norteno, ranchera",2000
El Moreño,0IZcLOevGQ6LYG9IV3w1gx,"banda, musica mexicana, musica sonorense, norteno",2000
Me Haces Falta Tú,0L2egVeSTDMt5YB5clmP9u,"gruperas inmortales, musica mexicana, nu-cumbia, ranchera, tropical",2000
The Days Of The Phoenix,7oSQG8KgYbrcR2kgwUD9SU,"alternative metal, nu metal, pop punk, post-grunge, punk, screamo",2000
Waiting,5imShWWzwqfAJ9gXFpGAQh,"neo mellow, singer-songwriter",2000
Just Be A Man About It,6kD36kVRn5leDDbjXpHQY0,"contemporary r&b, dance pop, r&b, urban contemporary",2000
Mastermind,7FmYn9e7KHMXcxqGSj9LjH,pop,2000
Magdalena,47HJ7biEuVZxoPkauczu2R,"alternative metal, alternative rock, nu metal, rock, supergroup",2000
Chicka Chicka Boom Boom,3aCnWGT8DmlbpAV75McnZR,"children's music, preschool children's music",2000
Project Bitch,7jeuO70ZhwRuGbfH1laugD,"crunk, dirty south rap, new orleans rap",2000
Y - En vivo,6QbEENozheS46xQY56acH9,"bolero, latin pop",2000
Weed Song,4gLro52WoEK40Y7CZn6mIK,"gangster rap, hardcore hip hop, hip hop, ohio hip hop, rap",2000
Murder On Music Row,2f8KUIjzOwzLWVF20DpD9A,"contemporary country, country, country road",2000
Carry You,0u4rkpmNtgcFxYHepnVF4v,"ambient folk, indie anthem-folk, indie folk, modern indie folk",2000
Cumbia De Los Estados,4n0kXy9VtZQnh1oOLIOQ6D,"cumbia colombiana regia, cumbia sonidera",2000
Space Cowboy (Yippie-Yi-Yay),0B7Hp8MXbiK8HoXqqYqTkW,"boy band, dance pop, pop",2000
Full Nelson,6YU556RBcA4js0poLlP8Cu,"alternative metal, funk metal, nu metal, post-grunge, rap metal, rock",2000
The Nobodies,1x8sna2LV8WQ38NEtN5X46,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",2000
She Loves You - Mono / Remastered,6nEkxYIEnrbYH7h1hJ8Xn6,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",2000
Cuándo,79gkHjNTSyGPXEyGkNQ8zH,"dance pop, latin pop, mexican pop",2000
"5 Preludes, Op. 16: IV. Prelude No. 4 in E-Flat Minor: Lento",6Xan47ZLZr9P8YEcOt3JaX,"classical, contemporary classical, early modern classical, impressionism, late romantic era, russian romanticism",2000
Baby Mine,4BU9s6QLGFCaxlgaPWWuFY,acoustic guitar cover,2000
In Love With You,79UjqYt9MCLlBpzAvaKVJj,"afrofuturism, alternative r&b, neo soul, r&b, soul",2000
Let It Be - Remastered 2015,4qsVPnhbvEooD1bSNqvvh0,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",2000
My Love,3vkCueOmm7xQDoJ17W1Pm3,"brooklyn indie, pov: indie",2000
Love Speakeasy,6eXpxFGhRMssC5XnaxEhMu,alternative hip hop,2000
Can't Fight The Moonlight,2AogRMqARWyUP7VQ3gmSoY,"country, country dawn, country road",2000
I'm Movin' On,7gpuC3rLKkI7PoJcEnSIO6,"contemporary country, country, country road, modern country rock",2000
Pitch In OnA Party,2hyyA7U1m1pFlZcEyl91jH,"g funk, popping, west coast rap",2000
Everything Reminds Me Of Her,3nkdVXnH4xC6f3YZS0C8pC,"alternative rock, indie rock, melancholia, singer-songwriter",2000
Voices,5XUuldRjPXcP5QxyEN4IXT,"alternative metal, pop punk, rap metal",2000
La Cobra,5OW5ozTTkRJEqJj7UZfAQc,texas latin rap,2000
I Am A Man Of Constant Sorrow - With Band,6NfXJzeyMsV48pM6zegv0s,outlaw country,2000
You Know My Name,0Dlm41iXvTsIVsEOce3yX6,"gospel, naija worship",2000
Bohemian Like You,3APHT3KjbHi9OllkVQsuXF,"alternative rock, dance-punk",2000
Doo Wop (That Thing) - Edit,5hchPe05atCRhAYTNJfxER,"alternative r&b, conscious hip hop, hip hop, neo soul, new jersey rap, r&b, soul",2000
For the Damaged Coda,6lvJDlBrtabJWiBlMTGxKs,"dream pop, indie rock, nu gaze, shoegaze",2000
Ho,3itgPtXSu4I9mr2QD6yrzP,"classic oklahoma country, modern country pop",2000
Me Gusta Tener De A Dos,3bMOC3Ty5qayPUz79CTNY6,"classic sierreno, corrido, corridos alternativos, corridos clasicos, norteno",2000
House at Pooh Corner,1AieZp5vImnCvbUapUyoFG,piano cover,2000
The Galway Girl,1KnilWyiAb1Jwa9QJXZGMN,"alternative country, classic texas country, country rock, folk, heartland rock, outlaw country, roots rock, singer-songwriter",2000
Si Tú Me Dices Ven (El Lodo),18jpbSZVA950uq9JiwahHQ,"bachata, bachata dominicana",2000
Music,5LYMamLv12UPbemOaTPyeV,pop,2000
Trial Time,3SMDkLZ0dVlb6rQFyMoX5k,alabama rap,2000
El Plebe y el Cholo,2jR8SDgmlxxxsiJ2iwd6Ms,"corrido, musica mexicana, norteno",2000
El Dia Que Me Muera,2zukPzVOhWrPIKm2yf3DXA,"musica mexicana, norteno",2000
Hit Or Miss,2JGfAzStXQ1VEo6H4l6rSR,"easycore, neon pop punk, pop punk",2000
Go Get It,2gPl93XdGnfKUykwxVHUYt,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",2000
ABC,0qCPD6ilr9nXkI4KVZgcns,"corrido, sierreno",2000
Now We Are Free,6k41naacsmD4L3i9AzCFom,"german soundtrack, orchestral soundtrack, soundtrack",2000
Bailando Con El,6YhrPNvIJga1ACuEmsyaPO,"bachata, bachata dominicana",2000
Stabilisers For Big Boys,7AIRXaWc2HPUvIqJ19IbtU,diy emo,2000
The HampsterDance Song,0ouSkB2t2fGeW60MPcvmXl,,2000
La Gallina,5VKELcHc3xqRq0tySxMVrB,gruperas inmortales,2000
Yo No Fui,0SygIagLM5nPX3qWvh53UY,"mariachi, ranchera",2000
One Armed Scissor,4QYg0pee8jcGTHC3Uh2Vii,"dance-punk, el paso indie, emo, garage rock, post-hardcore",2000
Kid A,5rX6C5QVvvZB7XckETNych,nu metal,2000
Hello Operator,7zPxIh1c3kJaNwmjdZ3GQX,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",2000
Brahms' Lullaby ( Someone To Watch Over Me ),3bgL0rJAAOAVJxYzQ9TN8a,piano cover,2000
Cure for the Itch,3rpnfXSECgapxeGeRgUYqy,"alternative metal, nu metal, post-grunge, rap metal, rock",2000
Come Pick Me Up,0lngUitwRDbvZ5yVO76dVN,"alternative country, new americana, roots rock, singer-songwriter",2000
Remember Me?,630Ug0XtmhhFvAKo0PNuEI,"alternative r&b, bedroom soul",2000
Eleanor Rigby - Remastered 2015,0Wv8IXRUDZOfmFJHC1VOFI,"beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock",2000
Let A Killa,6QKRGElmAeBTNmZFsULMPw,,2000
Fools Rush In,1POSSxzIB7fLcHDDfbmjDZ,background jazz,2000
Family Tradition,73ZTWCuwudUVvvWipRnQnQ,"country, country rock, outlaw country",2000
Everything's Not Lost - Includes Hidden Track 'Life Is For Living',1RNtm45kw0hPMBz7gKiIYu,"permanent wave, pop",2000
When You Come Back Down,1xVBmHH65VMaJP61SmOSUk,"bluegrass, instrumental bluegrass, mandolin, progressive bluegrass",2000
Loose,59acp1OhcvxwVBwQJBYKuX,canadian contemporary r&b,2000
Amityville,0erTM8A9ro5kzcNc962jHd,"detroit hip hop, hip hop, rap",2000
Everything,3ZCTVFBt2Brf31RLEnCkWJ,"art pop, electropop, pop",2000
Duck And Run,0s8OsDxW96cl290PcsI2mX,"alternative metal, nu metal, post-grunge, rock",2000
"Best Of Me, Part 2",1faidjbURmhACFeCjhxSu9,"contemporary r&b, hip pop, r&b, urban contemporary",2000
Ms. Jackson - Radio Mix,0AU0VWpaoihPEvxly76JVf,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",2000
Best of Intentions,7v3BvPRQS4DcsDzYU0BiVd,"contemporary country, country, country road, outlaw country",2000
Love of a Woman,7dVINsv6faqqTUelZdvd5U,"contemporary country, country, country road, outlaw country",2000
Secret Lovers At the Heaven's Gate Ranch,7tpzFMjC36091aRE48Y2FN,"emo, gainesville indie, midwest emo, screamo, skramz",2000
Pero Me Acuerdo de Tí,4B1sb2YVO03sBmyR8bvzEB,"dance pop, pop",2000
Can't Give Up Now,5xxnE0Nm5v3L9tekNEWpCg,"gospel, gospel r&b",2000
Never Ending Math Equation,0iyvEYrbUWOa2eMcj4XuGz,"alternative rock, chamber pop, indie rock, indietronica, modern rock, washington indie",2000
Blast,7dH9TPjTWQ60wOJkmYay8a,pop rap,2000
Stand Inside Your Love,3RciEQxS7PxtLqMs7OwRsU,"alternative metal, alternative rock, grunge, permanent wave, rock, spacegrunge",2000
La Cabrona,2UItG0wkLz4gd8ul5sSanz,"banda, musica mexicana",2000
She Bangs - English Version,1uPrIHgYztXSkkcts9jet8,"latin pop, mexican pop, puerto rican pop",2000
Un Montón De Estrellas,2Xg030uYjEA9FNiSKbD3R8,"salsa, salsa puertorriquena, tropical",2000
Broke,2fXwCWkh6YG5zU1IyvQrbs,"pop, r&b, rap",2000
Apple Blossom,5Z10YWrfpP2UAUwmmHIR8y,"alternative rock, blues rock, detroit rock, garage rock, modern blues rock, permanent wave, punk blues, rock",2000
You Can Have It All,5s91S8hSrJXqYdhwHOEioV,"alternative rock, art pop, dream pop, indie rock, indietronica, lo-fi, new jersey indie, noise pop, permanent wave, shoegaze",2000
Bathwater,3xbZU7KENdHZrX99VDNGwx,"dance pop, dance rock, permanent wave, pop rock, rock",2000
Redeemer,60voQIiwEp0n6H7Qhu6AwH,"ccm, christian alternative rock, christian music, classic praise",2000
Tilt-A-Whirl,21cjO5aPRhXdTwpsbARh0f,"rap rock, viral rap",2000
Llora Alma Mía,6KioOiN7xTcjhlYC88qkgb,"bachata, bachata dominicana",2000
South Texas Deathride,4DenxoUslmyLJB5vzurCBD,"alternative metal, industrial metal, nu metal",2000
St. Louie,1jzZxOYrhSgowlEbc22JBF,"dance pop, gangster rap, hip hop, pop rap, rap, st louis rap, urban contemporary",2000
American Beauty,7K36drJq6lInkW6Kkojucp,"acoustic pop, stomp and holler",2000
Orestes,6YUKAH1icwkA3U7fVp3amo,"alternative metal, alternative rock, nu metal, rock, supergroup",2000
God in Me (feat. Kierra Sheard),1ZxwWrMNukjS8sb9TZ0HjU,"gospel, gospel r&b",2000
You,5W4kiM2cUYBJXKRudNyxjW,contemporary country,2000
Paris,6tO5bxNnMuh1c3cziSpecA,"cloud rap, dark trap, new orleans rap, underground hip hop",2000
Maggie's Farm,2t0tVmiSkHWvKgojpjO21Z,"alternative metal, alternative rock, conscious hip hop, funk metal, hard rock, nu metal, political hip hop, post-grunge, rap metal, rap rock, rock",2000
Rie y Llora,63knvuoSPpfzIwdDuWRSoV,"cha-cha-cha, cuban rumba, mambo, musica tradicional cubana, salsa",2000
Salty Dog,5cttYnhe480emw7rofGZQ6,"celtic punk, celtic rock, punk",2000
Hotel California (Spanish Mix),4Rvhe8O90hFIExTJkdrRPM,"flamenco, rumba, world",2000
Get Another Boyfriend,3nx5PkGa2sJyXVJzqE4eYM,"boy band, dance pop, pop",2000
Lone Ranger,0WyyDFJ2MNwHUQTWdlTERR,,2000
Grab The Devil By The Horns And **** Him Up The ***,3n587eraSHnJmCsgQOCVca,"alternative metal, canadian pop punk, canadian punk, modern rock, nu metal, pop punk, post-grunge, punk, rock",2000
Déjame Amarte,5tzBmQr9EopzbPQjiMGFmK,"banda, musica mexicana, norteno, tejano",2000
I Could Not Ask for More,3TcoHf7nvC8RaDVdfIFjFR,"contemporary country, country, country dawn, country gospel, country road",2000
Don't Aproach Me (feat. Eminem),0Bb21NEv7yjSJ8ro2k2SZC,"detroit hip hop, g funk, gangster rap, hardcore hip hop, hip hop, west coast rap",2000
Treat Her Like A Lady - Single Version,71EMeSBrRJjWMJ314mPayo,"memphis soul, motown, soul",2000
